label,mf_thresh,ef_thresh,mf_extra_pct,ef_extra_pct,cfd_entry_thresh,total_injected_usd,total_gold_deployed,final_oz,avg_cost_usd,last_price,gold_value_usd,dca_cash_usd,cfd_capital_usd,total_assets_usd,total_return_usd,return_pct,n_buys,n_weekly_buys,n_mod_fear_buys,n_ext_fear_buys,n_sells,total_sell_proceeds,cfd_n_trades,cfd_n_tp,cfd_n_sl,cfd_win_rate_pct,cfd_pnl_usd
mf35_ef20_mp0.75_ep10.0_cfd30,35,20,0.75,10.0,30,13000.0,11713.12,3.1382,2348.6,4319.19,13554.56,4672.48,1721.79,19948.83,6948.83,53.45,314,226,63,25,41,4385.6,6,4,2,66.7,721.79
mf35_ef20_mp1.25_ep10.0_cfd40,35,20,1.25,10.0,40,13000.0,12150.08,3.2617,2348.9,4319.19,14088.02,4382.97,1474.51,19945.49,6945.49,53.43,314,226,63,25,41,4533.04,3,3,0,100.0,474.51
mf40_ef20_mp1.00_ep10.0_cfd40,40,20,1.0,10.0,40,13000.0,12197.33,3.2553,2343.97,4319.19,14060.45,4407.88,1474.51,19942.84,6942.84,53.41,314,212,77,25,41,4605.21,3,3,0,100.0,474.51
mf45_ef15_mp2.00_ep10.0_cfd20,45,15,2.0,10.0,20,13000.0,12065.65,3.2125,2272.88,4319.19,13875.3,4853.01,1208.6,19936.91,6936.91,53.36,314,198,105,11,41,4918.66,8,2,6,25.0,208.6
mf45_ef15_mp2.00_ep17.5_cfd30,45,15,2.0,17.5,30,13000.0,12718.9,3.3612,2292.56,4319.19,14517.78,4401.9,1000.0,19919.68,6919.68,53.23,314,198,105,11,41,5120.8,0,0,0,,0.0
mf45_ef15_mp2.00_ep17.5_cfd25,45,15,2.0,17.5,25,13000.0,12718.9,3.3612,2292.56,4319.19,14517.78,4401.9,1000.0,19919.68,6919.68,53.23,314,198,105,11,41,5120.8,0,0,0,,0.0
mf45_ef15_mp2.00_ep17.5_cfd40,45,15,2.0,17.5,40,13000.0,12718.9,3.3612,2292.56,4319.19,14517.78,4401.9,1000.0,19919.68,6919.68,53.23,314,198,105,11,41,5120.8,0,0,0,,0.0
mf45_ef15_mp2.00_ep17.5_cfd35,45,15,2.0,17.5,35,13000.0,12718.9,3.3612,2292.56,4319.19,14517.78,4401.9,1000.0,19919.68,6919.68,53.23,314,198,105,11,41,5120.8,0,0,0,,0.0
mf40_ef15_mp2.00_ep20.0_cfd20,40,15,2.0,20.0,20,13000.0,12322.79,3.2407,2290.91,4319.19,13997.09,4713.07,1208.6,19918.76,6918.76,53.22,314,212,91,11,41,5035.87,8,2,6,25.0,208.6
mf35_ef20_mp0.75_ep10.0_cfd25,35,20,0.75,10.0,25,13000.0,11713.12,3.1382,2348.6,4319.19,13554.56,4672.48,1680.83,19907.87,6907.87,53.14,314,226,63,25,41,4385.6,16,7,8,43.8,680.83
mf45_ef20_mp0.75_ep10.0_cfd40,45,20,0.75,10.0,40,13000.0,12144.09,3.2436,2346.77,4319.19,14009.71,4409.96,1474.51,19894.18,6894.18,53.03,314,198,91,25,41,4554.06,3,3,0,100.0,474.51
mf40_ef15_mp2.00_ep17.5_cfd20,40,15,2.0,17.5,20,13000.0,12115.53,3.1936,2281.77,4319.19,13793.71,4872.18,1208.6,19874.49,6874.49,52.88,314,212,91,11,41,4987.7,8,2,6,25.0,208.6
mf45_ef15_mp2.00_ep15.0_cfd25,45,15,2.0,15.0,25,13000.0,12517.54,3.3157,2285.33,4319.19,14321.28,4548.19,1000.0,19869.46,6869.46,52.84,314,198,105,11,41,5065.72,0,0,0,,0.0
mf45_ef15_mp2.00_ep15.0_cfd30,45,15,2.0,15.0,30,13000.0,12517.54,3.3157,2285.33,4319.19,14321.28,4548.19,1000.0,19869.46,6869.46,52.84,314,198,105,11,41,5065.72,0,0,0,,0.0
mf45_ef15_mp2.00_ep15.0_cfd35,45,15,2.0,15.0,35,13000.0,12517.54,3.3157,2285.33,4319.19,14321.28,4548.19,1000.0,19869.46,6869.46,52.84,314,198,105,11,41,5065.72,0,0,0,,0.0
mf45_ef15_mp2.00_ep15.0_cfd40,45,15,2.0,15.0,40,13000.0,12517.54,3.3157,2285.33,4319.19,14321.28,4548.19,1000.0,19869.46,6869.46,52.84,314,198,105,11,41,5065.72,0,0,0,,0.0
mf45_ef15_mp1.50_ep20.0_cfd20,45,15,1.5,20.0,20,13000.0,12150.94,3.2001,2287.0,4319.19,13821.83,4806.63,1208.6,19837.06,6837.06,52.59,314,198,105,11,41,4957.57,8,2,6,25.0,208.6
mf35_ef20_mp1.00_ep10.0_cfd40,35,20,1.0,10.0,40,13000.0,11936.17,3.2013,2348.7,4319.19,13826.83,4525.05,1474.51,19826.39,6826.39,52.51,314,226,63,25,41,4461.22,3,3,0,100.0,474.51
mf40_ef15_mp2.00_ep15.0_cfd20,40,15,2.0,15.0,20,13000.0,11894.79,3.1431,2273.08,4319.19,13575.86,5034.78,1208.6,19819.25,6819.25,52.46,314,212,91,11,41,4929.58,8,2,6,25.0,208.6
mf45_ef15_mp2.00_ep12.5_cfd30,45,15,2.0,12.5,30,13000.0,12300.94,3.2664,2278.71,4319.19,14108.41,4698.24,1000.0,19806.65,6806.65,52.36,314,198,105,11,41,4999.18,0,0,0,,0.0
mf45_ef15_mp2.00_ep12.5_cfd40,45,15,2.0,12.5,40,13000.0,12300.94,3.2664,2278.71,4319.19,14108.41,4698.24,1000.0,19806.65,6806.65,52.36,314,198,105,11,41,4999.18,0,0,0,,0.0
mf45_ef15_mp2.00_ep12.5_cfd25,45,15,2.0,12.5,25,13000.0,12300.94,3.2664,2278.71,4319.19,14108.41,4698.24,1000.0,19806.65,6806.65,52.36,314,198,105,11,41,4999.18,0,0,0,,0.0
mf45_ef15_mp2.00_ep12.5_cfd35,45,15,2.0,12.5,35,13000.0,12300.94,3.2664,2278.71,4319.19,14108.41,4698.24,1000.0,19806.65,6806.65,52.36,314,198,105,11,41,4999.18,0,0,0,,0.0
mf40_ef20_mp0.75_ep10.0_cfd40,40,20,0.75,10.0,40,13000.0,11915.25,3.1804,2344.99,4319.19,13736.6,4580.81,1474.51,19791.92,6791.92,52.25,314,212,77,25,41,4496.06,3,3,0,100.0,474.51
mf45_ef15_mp1.50_ep17.5_cfd20,45,15,1.5,17.5,20,13000.0,11926.75,3.1486,2278.42,4319.19,13599.34,4971.5,1208.6,19779.45,6779.45,52.15,314,198,105,11,41,4898.25,8,2,6,25.0,208.6
mf40_ef15_mp2.00_ep12.5_cfd20,40,15,2.0,12.5,20,13000.0,11657.46,3.0885,2265.0,4319.19,13339.96,5201.8,1208.6,19750.37,6750.37,51.93,314,212,91,11,41,4859.26,8,2,6,25.0,208.6
mf45_ef15_mp2.00_ep10.0_cfd40,45,15,2.0,10.0,40,13000.0,12065.65,3.2125,2272.88,4319.19,13875.3,4853.01,1000.0,19728.3,6728.3,51.76,314,198,105,11,41,4918.66,0,0,0,,0.0
mf45_ef15_mp2.00_ep10.0_cfd30,45,15,2.0,10.0,30,13000.0,12065.65,3.2125,2272.88,4319.19,13875.3,4853.01,1000.0,19728.3,6728.3,51.76,314,198,105,11,41,4918.66,0,0,0,,0.0
mf45_ef15_mp2.00_ep10.0_cfd35,45,15,2.0,10.0,35,13000.0,12065.65,3.2125,2272.88,4319.19,13875.3,4853.01,1000.0,19728.3,6728.3,51.76,314,198,105,11,41,4918.66,0,0,0,,0.0
mf45_ef15_mp2.00_ep10.0_cfd25,45,15,2.0,10.0,25,13000.0,12065.65,3.2125,2272.88,4319.19,13875.3,4853.01,1000.0,19728.3,6728.3,51.76,314,198,105,11,41,4918.66,0,0,0,,0.0
mf35_ef15_mp2.00_ep20.0_cfd20,35,15,2.0,20.0,20,13000.0,11816.39,3.1357,2294.12,4319.19,13543.83,4959.12,1208.6,19711.56,6711.56,51.63,314,226,77,11,41,4775.51,8,2,6,25.0,208.6
mf40_ef15_mp2.00_ep20.0_cfd25,40,15,2.0,20.0,25,13000.0,12322.79,3.2407,2290.91,4319.19,13997.09,4713.07,1000.0,19710.16,6710.16,51.62,314,212,91,11,41,5035.87,0,0,0,,0.0
mf40_ef15_mp2.00_ep20.0_cfd35,40,15,2.0,20.0,35,13000.0,12322.79,3.2407,2290.91,4319.19,13997.09,4713.07,1000.0,19710.16,6710.16,51.62,314,212,91,11,41,5035.87,0,0,0,,0.0
mf40_ef15_mp2.00_ep20.0_cfd30,40,15,2.0,20.0,30,13000.0,12322.79,3.2407,2290.91,4319.19,13997.09,4713.07,1000.0,19710.16,6710.16,51.62,314,212,91,11,41,5035.87,0,0,0,,0.0
mf40_ef15_mp2.00_ep20.0_cfd40,40,15,2.0,20.0,40,13000.0,12322.79,3.2407,2290.91,4319.19,13997.09,4713.07,1000.0,19710.16,6710.16,51.62,314,212,91,11,41,5035.87,0,0,0,,0.0
mf45_ef15_mp1.50_ep15.0_cfd20,45,15,1.5,15.0,20,13000.0,11685.23,3.0926,2270.54,4319.19,13357.64,5140.82,1208.6,19707.07,6707.07,51.59,314,198,105,11,41,4826.05,8,2,6,25.0,208.6
mf35_ef20_mp0.75_ep10.0_cfd40,35,20,0.75,10.0,40,13000.0,11713.12,3.1382,2348.6,4319.19,13554.56,4672.48,1474.51,19701.55,6701.55,51.55,314,226,63,25,41,4385.6,3,3,0,100.0,474.51
mf40_ef15_mp2.00_ep17.5_cfd35,40,15,2.0,17.5,35,13000.0,12115.53,3.1936,2281.77,4319.19,13793.71,4872.18,1000.0,19665.89,6665.89,51.28,314,212,91,11,41,4987.7,0,0,0,,0.0
mf40_ef15_mp2.00_ep17.5_cfd30,40,15,2.0,17.5,30,13000.0,12115.53,3.1936,2281.77,4319.19,13793.71,4872.18,1000.0,19665.89,6665.89,51.28,314,212,91,11,41,4987.7,0,0,0,,0.0
mf40_ef15_mp2.00_ep17.5_cfd40,40,15,2.0,17.5,40,13000.0,12115.53,3.1936,2281.77,4319.19,13793.71,4872.18,1000.0,19665.89,6665.89,51.28,314,212,91,11,41,4987.7,0,0,0,,0.0
mf40_ef15_mp2.00_ep17.5_cfd25,40,15,2.0,17.5,25,13000.0,12115.53,3.1936,2281.77,4319.19,13793.71,4872.18,1000.0,19665.89,6665.89,51.28,314,212,91,11,41,4987.7,0,0,0,,0.0
mf40_ef15_mp2.00_ep10.0_cfd20,40,15,2.0,10.0,20,13000.0,11399.72,3.0287,2257.69,4319.19,13081.72,5374.33,1208.6,19664.66,6664.66,51.27,314,212,91,11,41,4774.05,8,2,6,25.0,208.6
mf35_ef15_mp2.00_ep17.5_cfd20,35,15,2.0,17.5,20,13000.0,11594.71,3.0851,2284.27,4319.19,13325.2,5127.9,1208.6,19661.7,6661.7,51.24,314,226,77,11,41,4722.6,8,2,6,25.0,208.6
mf45_ef15_mp1.25_ep20.0_cfd20,45,15,1.25,20.0,20,13000.0,11737.89,3.0892,2278.58,4319.19,13342.76,5107.54,1208.6,19658.9,6658.9,51.22,314,198,105,11,41,4845.43,8,2,6,25.0,208.6
mf40_ef15_mp1.50_ep20.0_cfd20,40,15,1.5,20.0,20,13000.0,11668.1,3.0662,2277.03,4319.19,13243.6,5185.87,1208.6,19638.07,6638.07,51.06,314,212,91,11,41,4853.97,8,2,6,25.0,208.6
mf45_ef15_mp1.50_ep20.0_cfd25,45,15,1.5,20.0,25,13000.0,12150.94,3.2001,2287.0,4319.19,13821.83,4806.63,1000.0,19628.46,6628.46,50.99,314,198,105,11,41,4957.57,0,0,0,,0.0
mf45_ef15_mp1.50_ep20.0_cfd40,45,15,1.5,20.0,40,13000.0,12150.94,3.2001,2287.0,4319.19,13821.83,4806.63,1000.0,19628.46,6628.46,50.99,314,198,105,11,41,4957.57,0,0,0,,0.0
mf45_ef15_mp1.50_ep20.0_cfd30,45,15,1.5,20.0,30,13000.0,12150.94,3.2001,2287.0,4319.19,13821.83,4806.63,1000.0,19628.46,6628.46,50.99,314,198,105,11,41,4957.57,0,0,0,,0.0
mf45_ef15_mp1.50_ep20.0_cfd35,45,15,1.5,20.0,35,13000.0,12150.94,3.2001,2287.0,4319.19,13821.83,4806.63,1000.0,19628.46,6628.46,50.99,314,198,105,11,41,4957.57,0,0,0,,0.0
mf45_ef15_mp1.50_ep12.5_cfd20,45,15,1.5,12.5,20,13000.0,11422.29,3.0311,2263.6,4319.19,13092.01,5315.76,1208.6,19616.37,6616.37,50.9,314,198,105,11,41,4738.06,8,2,6,25.0,208.6
mf40_ef15_mp2.00_ep15.0_cfd25,40,15,2.0,15.0,25,13000.0,11894.79,3.1431,2273.08,4319.19,13575.86,5034.78,1000.0,19610.64,6610.64,50.85,314,212,91,11,41,4929.58,0,0,0,,0.0
mf40_ef15_mp2.00_ep15.0_cfd40,40,15,2.0,15.0,40,13000.0,11894.79,3.1431,2273.08,4319.19,13575.86,5034.78,1000.0,19610.64,6610.64,50.85,314,212,91,11,41,4929.58,0,0,0,,0.0
mf40_ef15_mp2.00_ep15.0_cfd30,40,15,2.0,15.0,30,13000.0,11894.79,3.1431,2273.08,4319.19,13575.86,5034.78,1000.0,19610.64,6610.64,50.85,314,212,91,11,41,4929.58,0,0,0,,0.0
mf40_ef15_mp2.00_ep15.0_cfd35,40,15,2.0,15.0,35,13000.0,11894.79,3.1431,2273.08,4319.19,13575.86,5034.78,1000.0,19610.64,6610.64,50.85,314,212,91,11,41,4929.58,0,0,0,,0.0
mf35_ef15_mp2.00_ep15.0_cfd20,35,15,2.0,15.0,20,13000.0,11357.71,3.0307,2274.94,4319.19,13090.01,5300.82,1208.6,19599.43,6599.43,50.76,314,226,77,11,41,4658.53,8,2,6,25.0,208.6
mf45_ef15_mp1.25_ep17.5_cfd20,45,15,1.25,17.5,20,13000.0,11492.85,3.0322,2269.51,4319.19,13096.83,5284.83,1208.6,19590.26,6590.26,50.69,314,198,105,11,41,4777.68,8,2,6,25.0,208.6
mf40_ef15_mp1.50_ep17.5_cfd20,40,15,1.5,17.5,20,13000.0,11427.86,3.0106,2267.11,4319.19,13003.39,5364.34,1208.6,19576.33,6576.33,50.59,314,212,91,11,41,4792.19,8,2,6,25.0,208.6
mf45_ef15_mp1.50_ep17.5_cfd35,45,15,1.5,17.5,35,13000.0,11926.75,3.1486,2278.42,4319.19,13599.34,4971.5,1000.0,19570.84,6570.84,50.54,314,198,105,11,41,4898.25,0,0,0,,0.0
mf45_ef15_mp1.50_ep17.5_cfd30,45,15,1.5,17.5,30,13000.0,11926.75,3.1486,2278.42,4319.19,13599.34,4971.5,1000.0,19570.84,6570.84,50.54,314,198,105,11,41,4898.25,0,0,0,,0.0
mf45_ef15_mp1.50_ep17.5_cfd40,45,15,1.5,17.5,40,13000.0,11926.75,3.1486,2278.42,4319.19,13599.34,4971.5,1000.0,19570.84,6570.84,50.54,314,198,105,11,41,4898.25,0,0,0,,0.0
mf45_ef15_mp1.50_ep17.5_cfd25,45,15,1.5,17.5,25,13000.0,11926.75,3.1486,2278.42,4319.19,13599.34,4971.5,1000.0,19570.84,6570.84,50.54,314,198,105,11,41,4898.25,0,0,0,,0.0
mf40_ef15_mp2.00_ep12.5_cfd30,40,15,2.0,12.5,30,13000.0,11657.46,3.0885,2265.0,4319.19,13339.96,5201.8,1000.0,19541.76,6541.76,50.32,314,212,91,11,41,4859.26,0,0,0,,0.0
mf40_ef15_mp2.00_ep12.5_cfd40,40,15,2.0,12.5,40,13000.0,11657.46,3.0885,2265.0,4319.19,13339.96,5201.8,1000.0,19541.76,6541.76,50.32,314,212,91,11,41,4859.26,0,0,0,,0.0
mf40_ef15_mp2.00_ep12.5_cfd35,40,15,2.0,12.5,35,13000.0,11657.46,3.0885,2265.0,4319.19,13339.96,5201.8,1000.0,19541.76,6541.76,50.32,314,212,91,11,41,4859.26,0,0,0,,0.0
mf40_ef15_mp2.00_ep12.5_cfd25,40,15,2.0,12.5,25,13000.0,11657.46,3.0885,2265.0,4319.19,13339.96,5201.8,1000.0,19541.76,6541.76,50.32,314,212,91,11,41,4859.26,0,0,0,,0.0
mf35_ef15_mp2.00_ep12.5_cfd20,35,15,2.0,12.5,20,13000.0,11101.78,2.9714,2266.29,4319.19,12834.15,5478.98,1208.6,19521.73,6521.73,50.17,314,226,77,11,41,4580.76,8,2,6,25.0,208.6
mf45_ef15_mp1.25_ep15.0_cfd20,45,15,1.25,15.0,20,13000.0,11227.27,2.9699,2261.28,4319.19,12827.74,5467.57,1208.6,19503.91,6503.91,50.03,314,198,105,11,41,4694.84,8,2,6,25.0,208.6
mf45_ef15_mp1.50_ep10.0_cfd20,45,15,1.5,10.0,20,13000.0,11133.0,2.9628,2257.84,4319.19,12796.72,5497.75,1208.6,19503.07,6503.07,50.02,314,198,105,11,41,4630.75,8,2,6,25.0,208.6
mf35_ef15_mp2.00_ep20.0_cfd35,35,15,2.0,20.0,35,13000.0,11816.39,3.1357,2294.12,4319.19,13543.83,4959.12,1000.0,19502.95,6502.95,50.02,314,226,77,11,41,4775.51,0,0,0,,0.0
mf35_ef15_mp2.00_ep20.0_cfd25,35,15,2.0,20.0,25,13000.0,11816.39,3.1357,2294.12,4319.19,13543.83,4959.12,1000.0,19502.95,6502.95,50.02,314,226,77,11,41,4775.51,0,0,0,,0.0
mf35_ef15_mp2.00_ep20.0_cfd30,35,15,2.0,20.0,30,13000.0,11816.39,3.1357,2294.12,4319.19,13543.83,4959.12,1000.0,19502.95,6502.95,50.02,314,226,77,11,41,4775.51,0,0,0,,0.0
mf35_ef15_mp2.00_ep20.0_cfd40,35,15,2.0,20.0,40,13000.0,11816.39,3.1357,2294.12,4319.19,13543.83,4959.12,1000.0,19502.95,6502.95,50.02,314,226,77,11,41,4775.51,0,0,0,,0.0
mf45_ef15_mp1.50_ep15.0_cfd30,45,15,1.5,15.0,30,13000.0,11685.23,3.0926,2270.54,4319.19,13357.64,5140.82,1000.0,19498.47,6498.47,49.99,314,198,105,11,41,4826.05,0,0,0,,0.0
mf45_ef15_mp1.50_ep15.0_cfd35,45,15,1.5,15.0,35,13000.0,11685.23,3.0926,2270.54,4319.19,13357.64,5140.82,1000.0,19498.47,6498.47,49.99,314,198,105,11,41,4826.05,0,0,0,,0.0
mf45_ef15_mp1.50_ep15.0_cfd40,45,15,1.5,15.0,40,13000.0,11685.23,3.0926,2270.54,4319.19,13357.64,5140.82,1000.0,19498.47,6498.47,49.99,314,198,105,11,41,4826.05,0,0,0,,0.0
mf45_ef15_mp1.50_ep15.0_cfd25,45,15,1.5,15.0,25,13000.0,11685.23,3.0926,2270.54,4319.19,13357.64,5140.82,1000.0,19498.47,6498.47,49.99,314,198,105,11,41,4826.05,0,0,0,,0.0
mf40_ef15_mp1.50_ep15.0_cfd20,40,15,1.5,15.0,20,13000.0,11169.11,2.9502,2257.88,4319.19,12742.5,5547.81,1208.6,19498.92,6498.92,49.99,314,212,91,11,41,4716.93,8,2,6,25.0,208.6
mf40_ef15_mp1.25_ep20.0_cfd20,40,15,1.25,20.0,20,13000.0,11315.48,2.9723,2268.77,4319.19,12838.05,5441.04,1208.6,19487.69,6487.69,49.91,314,212,91,11,41,4756.52,8,2,6,25.0,208.6
mf35_ef15_mp1.50_ep20.0_cfd20,35,15,1.5,20.0,20,13000.0,11261.51,2.9808,2278.2,4319.19,12874.79,5389.75,1208.6,19473.15,6473.15,49.79,314,226,77,11,41,4651.26,8,2,6,25.0,208.6
mf45_ef15_mp1.00_ep20.0_cfd20,45,15,1.0,20.0,20,13000.0,11299.19,2.9715,2268.72,4319.19,12834.39,5428.23,1208.6,19471.22,6471.22,49.78,314,198,105,11,41,4727.41,8,2,6,25.0,208.6
mf40_ef15_mp2.00_ep10.0_cfd35,40,15,2.0,10.0,35,13000.0,11399.72,3.0287,2257.69,4319.19,13081.72,5374.33,1000.0,19456.05,6456.05,49.66,314,212,91,11,41,4774.05,0,0,0,,0.0
mf40_ef15_mp2.00_ep10.0_cfd40,40,15,2.0,10.0,40,13000.0,11399.72,3.0287,2257.69,4319.19,13081.72,5374.33,1000.0,19456.05,6456.05,49.66,314,212,91,11,41,4774.05,0,0,0,,0.0
mf40_ef15_mp2.00_ep10.0_cfd25,40,15,2.0,10.0,25,13000.0,11399.72,3.0287,2257.69,4319.19,13081.72,5374.33,1000.0,19456.05,6456.05,49.66,314,212,91,11,41,4774.05,0,0,0,,0.0
mf40_ef15_mp2.00_ep10.0_cfd30,40,15,2.0,10.0,30,13000.0,11399.72,3.0287,2257.69,4319.19,13081.72,5374.33,1000.0,19456.05,6456.05,49.66,314,212,91,11,41,4774.05,0,0,0,,0.0
mf35_ef15_mp2.00_ep17.5_cfd30,35,15,2.0,17.5,30,13000.0,11594.71,3.0851,2284.27,4319.19,13325.2,5127.9,1000.0,19453.1,6453.1,49.64,314,226,77,11,41,4722.6,0,0,0,,0.0
mf35_ef15_mp2.00_ep17.5_cfd25,35,15,2.0,17.5,25,13000.0,11594.71,3.0851,2284.27,4319.19,13325.2,5127.9,1000.0,19453.1,6453.1,49.64,314,226,77,11,41,4722.6,0,0,0,,0.0
mf35_ef15_mp2.00_ep17.5_cfd40,35,15,2.0,17.5,40,13000.0,11594.71,3.0851,2284.27,4319.19,13325.2,5127.9,1000.0,19453.1,6453.1,49.64,314,226,77,11,41,4722.6,0,0,0,,0.0
mf35_ef15_mp2.00_ep17.5_cfd35,35,15,2.0,17.5,35,13000.0,11594.71,3.0851,2284.27,4319.19,13325.2,5127.9,1000.0,19453.1,6453.1,49.64,314,226,77,11,41,4722.6,0,0,0,,0.0
mf45_ef15_mp1.25_ep20.0_cfd30,45,15,1.25,20.0,30,13000.0,11737.89,3.0892,2278.58,4319.19,13342.76,5107.54,1000.0,19450.3,6450.3,49.62,314,198,105,11,41,4845.43,0,0,0,,0.0
mf45_ef15_mp1.25_ep20.0_cfd35,45,15,1.25,20.0,35,13000.0,11737.89,3.0892,2278.58,4319.19,13342.76,5107.54,1000.0,19450.3,6450.3,49.62,314,198,105,11,41,4845.43,0,0,0,,0.0
mf45_ef15_mp1.25_ep20.0_cfd25,45,15,1.25,20.0,25,13000.0,11737.89,3.0892,2278.58,4319.19,13342.76,5107.54,1000.0,19450.3,6450.3,49.62,314,198,105,11,41,4845.43,0,0,0,,0.0
mf45_ef15_mp1.25_ep20.0_cfd40,45,15,1.25,20.0,40,13000.0,11737.89,3.0892,2278.58,4319.19,13342.76,5107.54,1000.0,19450.3,6450.3,49.62,314,198,105,11,41,4845.43,0,0,0,,0.0
mf40_ef15_mp1.50_ep20.0_cfd25,40,15,1.5,20.0,25,13000.0,11668.1,3.0662,2277.03,4319.19,13243.6,5185.87,1000.0,19429.47,6429.47,49.46,314,212,91,11,41,4853.97,0,0,0,,0.0
mf40_ef15_mp1.50_ep20.0_cfd30,40,15,1.5,20.0,30,13000.0,11668.1,3.0662,2277.03,4319.19,13243.6,5185.87,1000.0,19429.47,6429.47,49.46,314,212,91,11,41,4853.97,0,0,0,,0.0
mf40_ef15_mp1.50_ep20.0_cfd35,40,15,1.5,20.0,35,13000.0,11668.1,3.0662,2277.03,4319.19,13243.6,5185.87,1000.0,19429.47,6429.47,49.46,314,212,91,11,41,4853.97,0,0,0,,0.0
mf40_ef15_mp1.50_ep20.0_cfd40,40,15,1.5,20.0,40,13000.0,11668.1,3.0662,2277.03,4319.19,13243.6,5185.87,1000.0,19429.47,6429.47,49.46,314,212,91,11,41,4853.97,0,0,0,,0.0
mf35_ef15_mp2.00_ep10.0_cfd20,35,15,2.0,10.0,20,13000.0,10822.57,2.9063,2258.52,4319.19,12552.69,5663.69,1208.6,19424.98,6424.98,49.42,314,226,77,11,41,4486.27,8,2,6,25.0,208.6
mf40_ef15_mp1.25_ep17.5_cfd20,40,15,1.25,17.5,20,13000.0,11055.9,2.9117,2258.44,4319.19,12575.98,5630.5,1208.6,19415.08,6415.08,49.35,314,212,91,11,41,4686.39,8,2,6,25.0,208.6
mf45_ef15_mp1.50_ep12.5_cfd25,45,15,1.5,12.5,25,13000.0,11422.29,3.0311,2263.6,4319.19,13092.01,5315.76,1000.0,19407.77,6407.77,49.29,314,198,105,11,41,4738.06,0,0,0,,0.0
mf45_ef15_mp1.50_ep12.5_cfd35,45,15,1.5,12.5,35,13000.0,11422.29,3.0311,2263.6,4319.19,13092.01,5315.76,1000.0,19407.77,6407.77,49.29,314,198,105,11,41,4738.06,0,0,0,,0.0
mf45_ef15_mp1.50_ep12.5_cfd40,45,15,1.5,12.5,40,13000.0,11422.29,3.0311,2263.6,4319.19,13092.01,5315.76,1000.0,19407.77,6407.77,49.29,314,198,105,11,41,4738.06,0,0,0,,0.0
mf45_ef15_mp1.50_ep12.5_cfd30,45,15,1.5,12.5,30,13000.0,11422.29,3.0311,2263.6,4319.19,13092.01,5315.76,1000.0,19407.77,6407.77,49.29,314,198,105,11,41,4738.06,0,0,0,,0.0
mf35_ef15_mp1.50_ep17.5_cfd20,35,15,1.5,17.5,20,13000.0,11008.15,2.922,2267.67,4319.19,12620.54,5576.7,1208.6,19405.84,6405.84,49.28,314,226,77,11,41,4584.85,8,2,6,25.0,208.6
mf40_ef15_mp1.50_ep12.5_cfd20,40,15,1.5,12.5,20,13000.0,10887.48,2.8838,2249.54,4319.19,12455.86,5737.61,1208.6,19402.08,6402.08,49.25,314,212,91,11,41,4625.1,8,2,6,25.0,208.6
mf45_ef15_mp1.25_ep12.5_cfd20,45,15,1.25,12.5,20,13000.0,10936.28,2.901,2254.17,4319.19,12529.79,5657.18,1208.6,19395.58,6395.58,49.2,314,198,105,11,41,4593.46,8,2,6,25.0,208.6
mf35_ef15_mp2.00_ep15.0_cfd35,35,15,2.0,15.0,35,13000.0,11357.71,3.0307,2274.94,4319.19,13090.01,5300.82,1000.0,19390.83,6390.83,49.16,314,226,77,11,41,4658.53,0,0,0,,0.0
mf35_ef15_mp2.00_ep15.0_cfd25,35,15,2.0,15.0,25,13000.0,11357.71,3.0307,2274.94,4319.19,13090.01,5300.82,1000.0,19390.83,6390.83,49.16,314,226,77,11,41,4658.53,0,0,0,,0.0
mf35_ef15_mp2.00_ep15.0_cfd40,35,15,2.0,15.0,40,13000.0,11357.71,3.0307,2274.94,4319.19,13090.01,5300.82,1000.0,19390.83,6390.83,49.16,314,226,77,11,41,4658.53,0,0,0,,0.0
mf35_ef15_mp2.00_ep15.0_cfd30,35,15,2.0,15.0,30,13000.0,11357.71,3.0307,2274.94,4319.19,13090.01,5300.82,1000.0,19390.83,6390.83,49.16,314,226,77,11,41,4658.53,0,0,0,,0.0
mf45_ef15_mp1.00_ep17.5_cfd20,45,15,1.0,17.5,20,13000.0,11030.65,2.9084,2259.09,4319.19,12561.84,5619.24,1208.6,19389.69,6389.69,49.15,314,198,105,11,41,4649.89,8,2,6,25.0,208.6
mf45_ef15_mp1.25_ep17.5_cfd35,45,15,1.25,17.5,35,13000.0,11492.85,3.0322,2269.51,4319.19,13096.83,5284.83,1000.0,19381.66,6381.66,49.09,314,198,105,11,41,4777.68,0,0,0,,0.0
mf45_ef15_mp1.25_ep17.5_cfd25,45,15,1.25,17.5,25,13000.0,11492.85,3.0322,2269.51,4319.19,13096.83,5284.83,1000.0,19381.66,6381.66,49.09,314,198,105,11,41,4777.68,0,0,0,,0.0
mf45_ef15_mp1.25_ep17.5_cfd40,45,15,1.25,17.5,40,13000.0,11492.85,3.0322,2269.51,4319.19,13096.83,5284.83,1000.0,19381.66,6381.66,49.09,314,198,105,11,41,4777.68,0,0,0,,0.0
mf45_ef15_mp1.25_ep17.5_cfd30,45,15,1.25,17.5,30,13000.0,11492.85,3.0322,2269.51,4319.19,13096.83,5284.83,1000.0,19381.66,6381.66,49.09,314,198,105,11,41,4777.68,0,0,0,,0.0
